part;var;de;en
block;title;Meine Portfolios;My Portfolios
port;actions;Aktionen;Actions
port;edit;Bearbeiten;Edit
port;preview;Voransicht;Preview
alt;shared;Freigegeben;Shared
shared_with;ilias;Plattform;ILIAS
shared_with;usr;Benutzer;User
shared_with;grp;Gruppe;Group
shared_with;crs;Kurs;Course
shared_with;www;WWW;WWW
shared_with;www_pwd;WWW;WWW
